cod. ibge;pib;cod_str;Estado;Regiao;Municipio;Familias;Pessoas;% relativo ao Censo 2022;IVCAD;NC;DPI;DCA;TQA;DR;CH;idhm;expectativa_vida;chave;Subsecao_Judiciaria TRF;Atuacao_DPU;DPU_P_Bool;DPU_R_Bool;DPU_Presencial;DPU_Remoto;Tem_DPU;Indice_Vulnerabilidade;Vulnerabilidade_Rank
4203709;2955960;4203709;SANTA CATARINA;SUL;Canelinha;2279;5202;40,60%;0.355;0.411;0.103;0.056;0.702;0.502;0.357;0.697;76.89;CANELINHA_SANTA CATARINA;ITAJAI;NAO;False;False;False;False;NAO;Alta;4
3120201;2955300;3120201;MINAS GERAIS;SUDESTE;Cristais;2471;6500;53,30%;0.266;0.437;0.091;0.052;0.627;0.274;0.117;0.692;76.54;CRISTAIS_MINAS GERAIS;LAVRAS;NAO;False;False;False;False;NAO;Baixa;1
2905909;2954910;2905909;BAHIA;NORDESTE;Campo Alegre de Lourdes;8376;22522;73,40%;0.323;0.333;0.095;0.044;0.681;0.465;0.323;0.557;71.68;CAMPO ALEGRE DE LOURDES_BAHIA;JUAZEIRO;SIM;False;True;False;True;SIM;Alta;4
5219209;2952450;5219209;GOIÁS;CENTRO-OESTE;Santa Cruz de Goiás;709;1658;55,20%;0.269;0.345;0.072;0.057;0.637;0.321;0.183;0.688;74.64;SANTA CRUZ DE GOIAS_GOIAS;GOIANIA;SIM;True;True;True;True;SIM;Média-Baixa;2
4108957;2950820;4108957;PARANÁ;SUL;Guamiranga;1226;3567;45,40%;0.289;0.402;0.122;0.044;0.632;0.283;0.25;0.669;73.26;GUAMIRANGA_PARANA;PONTA GROSSA;NAO;False;False;False;False;NAO;Média-Alta;3
2915809;2947960;2915809;BAHIA;NORDESTE;Itambé;7255;15823;64,90%;0.266;0.336;0.07;0.072;0.674;0.371;0.073;0.578;69.99;ITAMBE_BAHIA;VITORIA DA CONQUISTA;SIM;True;True;True;True;SIM;Baixa;1
3201159;2947500;3201159;ESPÍRITO SANTO;SUDESTE;Brejetuba;2562;7896;60,80%;0.272;0.405;0.122;0.033;0.664;0.226;0.18;0.656;74.65;BREJETUBA_ESPIRITO SANTO;VITORIA;SIM;True;True;True;True;SIM;Média-Baixa;2
4220000;2946160;4220000;SANTA CATARINA;SUL;Balneário Rincão;2793;6785;42,50%;0.307;0.427;0.108;0.095;0.656;0.41;0.145;0.6625665529010238;69.12877133105802;BALNEARIO RINCAO_SANTA CATARINA;CRICIUMA;SIM;True;True;True;True;SIM;Alta;4
5006358;2945480;5006358;MATO GROSSO DO SUL;CENTRO-OESTE;Paranhos;3876;10870;84,10%;0.382;0.458;0.15;0.107;0.771;0.469;0.34;0.588;73.65;PARANHOS_MATO GROSSO DO SUL;PONTA PORA;NAO;False;False;False;False;NAO;Alta;4
2600906;2944070;2600906;PERNAMBUCO;NORDESTE;Amaraji;6565;14159;77,80%;0.293;0.311;0.072;0.066;0.717;0.432;0.157;0.058;69.89;AMARAJI_PERNAMBUCO;CABO DE SANTO AGOSTINHO;NAO;False;False;False;False;NAO;Média-Alta;3
3304508;2943910;3304508;RIO DE JANEIRO;SUDESTE;Rio das Flores;2146;4926;55,00%;0.261;0.358;0.056;0.046;0.633;0.399;0.075;0.068;74.32;RIO DAS FLORES_RIO DE JANEIRO;BARRA DO PIRAI;SIM;True;True;True;True;SIM;Baixa;1
5208400;2943810;5208400;GOIÁS;CENTRO-OESTE;Goianápolis;3951;9830;70,40%;0.279;0.366;0.096;0.056;0.631;0.298;0.224;0.703;74.47;GOIANAPOLIS_GOIAS;GOIANIA;SIM;True;True;True;True;SIM;Média-Baixa;2
5221700;2943570;5221700;GOIÁS;CENTRO-OESTE;Uruana;3657;8734;63,60%;0.271;0.307;0.09;0.042;0.621;0.417;0.147;0.703;74.42;URUANA_GOIAS;GOIANIA;SIM;True;True;True;True;SIM;Média-Baixa;2
2307106;2941540;2307106;CEARÁ;NORDESTE;Jardim;8457;21795;79,50%;0.283;0.319;0.068;0.047;0.643;0.416;0.205;0.614;71.72;JARDIM_CEARA;JUAZEIRO DO NORTE;SIM;True;True;True;True;SIM;Média-Alta;3
2916005;2937860;2916005;BAHIA;NORDESTE;Itanhém;5878;11971;67,20%;0.27;0.297;0.065;0.046;0.67;0.428;0.113;0.637;72.41;ITANHEM_BAHIA;TEIXEIRA DE FREITAS;NAO;False;False;False;False;NAO;Média-Baixa;2
2409506;2932850;2409506;RIO GRANDE DO NORTE;NORDESTE;Pedra Grande;1340;3512;97,10%;0.288;0.299;0.062;0.054;0.745;0.431;0.136;0.559;71.35;PEDRA GRANDE_RIO GRANDE DO NORTE;CEARA-MIRIM;NAO;False;False;False;False;NAO;Média-Alta;3
3510906;2931110;3510906;SÃO PAULO;SUDESTE;Cássia dos Coqueiros;456;1065;38,00%;0.274;0.429;0.052;0.035;0.619;0.388;0.123;0.734;76.81;CASSIA DOS COQUEIROS_SAO PAULO;RIBEIRAO PRETO;SIM;True;True;True;True;SIM;Média-Baixa;2
4210035;2929620;4210035;SANTA CATARINA;SUL;Luzerna;434;1124;19,40%;0.2841628787878788;0.4349659090909091;0.10161363636363636;0.061268939393939396;0.6232992424242424;0.296469696969697;0.18738636363636363;0.789;77.59;LUZERNA_SANTA CATARINA;JOACABA;NAO;False;False;False;False;NAO;Média-Alta;3
1505635;2927550;1505635;PARÁ;NORTE;Piçarra;3787;9420;73,40%;0.305;0.38;0.092;0.058;0.669;0.362;0.267;0.563;72.54;PICARRA_PARA;MARABA;SIM;True;True;True;True;SIM;Alta;4
3506409;2925770;3506409;SÃO PAULO;SUDESTE;Bilac;1075;2643;36,10%;0.262;0.46;0.078;0.1;0.605;0.24;0.087;0.768;75.7;BILAC_SAO PAULO;ARACATUBA;NAO;False;False;False;False;NAO;Baixa;1
3137536;2925060;3137536;MINAS GERAIS;SUDESTE;Lagoa Grande;2312;5149;57,40%;0.251;0.377;0.08;0.053;0.619;0.251;0.123;0.679;73.72;LAGOA GRANDE_MINAS GERAIS;PARACATU;NAO;False;False;False;False;NAO;Baixa;1
3167103;2924400;3167103;MINAS GERAIS;SUDESTE;Serro;4453;11715;53,40%;0.276;0.359;0.081;0.029;0.661;0.367;0.162;0.656;75.01;SERRO_MINAS GERAIS;SETE LAGOAS;NAO;False;False;False;False;NAO;Média-Baixa;2
2918803;2924020;2918803;BAHIA;NORDESTE;Laje;6851;15920;75,60%;0.283;0.295;0.053;0.033;0.674;0.444;0.201;0.586;70.85;LAJE_BAHIA;JEQUIE;SIM;True;True;True;True;SIM;Média-Alta;3
2302701;2923570;2302701;CEARÁ;NORDESTE;Campos Sales;8465;19937;79,30%;0.264;0.312;0.057;0.022;0.648;0.361;0.187;0.063;71.11;CAMPOS SALES_CEARA;JUAZEIRO DO NORTE;SIM;True;True;True;True;SIM;Baixa;1
3104601;2920350;3104601;MINAS GERAIS;SUDESTE;Astolfo Dutra;2329;5523;39,10%;0.252;0.379;0.079;0.041;0.61;0.326;0.075;0.694;76.5;ASTOLFO DUTRA_MINAS GERAIS;MURIAE;NAO;False;False;False;False;NAO;Baixa;1
5202502;2919620;5202502;GOIÁS;CENTRO-OESTE;Aruanã;2426;5592;67,40%;0.231;0.395;0.088;0.042;0.608;0.176;0.078;0.675;74.55;ARUANA_GOIAS;GOIANIA;SIM;True;True;True;True;SIM;Baixa;1
3102803;2919370;3102803;MINAS GERAIS;SUDESTE;Andrelândia;3094;6697;56,10%;0.253;0.334;0.07;0.036;0.646;0.361;0.072;0.007;74.06;ANDRELANDIA_MINAS GERAIS;LAVRAS;NAO;False;False;False;False;NAO;Baixa;1
2923209;2919280;2923209;BAHIA;NORDESTE;Oliveira dos Brejinhos;7200;16167;78,00%;0.284;0.3;0.063;0.019;0.676;0.456;0.189;0.554;69.81;OLIVEIRA DOS BREJINHOS_BAHIA;BOM JESUS DA LAPA;NAO;False;False;False;False;NAO;Média-Alta;3
3528601;2919080;3528601;SÃO PAULO;SUDESTE;Manduri;1473;3588;36,30%;0.267;0.414;0.093;0.048;0.608;0.342;0.098;0.739;74.05;MANDURI_SAO PAULO;OURINHOS;NAO;False;False;False;False;NAO;Baixa;1
2611408;2916960;2611408;PERNAMBUCO;NORDESTE;Primavera;4090;8414;60,80%;0.28;0.31;0.066;0.015;0.679;0.414;0.199;0.058;71.03;PRIMAVERA_PERNAMBUCO;CABO DE SANTO AGOSTINHO;NAO;False;False;False;False;NAO;Média-Baixa;2
2924405;2913830;2924405;BAHIA;NORDESTE;Pilão Arcado;11405;28663;81,10%;0.333;0.303;0.086;0.039;0.717;0.518;0.335;0.506;69.19;PILAO ARCADO_BAHIA;JUAZEIRO;SIM;True;True;True;True;SIM;Alta;4
4126355;2913490;4126355;PARANÁ;SUL;Serranópolis do Iguaçu;715;1775;35,50%;0.272;0.43;0.09;0.069;0.631;0.251;0.165;0.762;76.55;SERRANOPOLIS DO IGUACU_PARANA;FOZ DO IGUACU;SIM;True;True;True;True;SIM;Média-Baixa;2
4321436;2913380;4321436;RIO GRANDE DO SUL;SUL;Terra de Areia;2218;4976;48,20%;0.309;0.386;0.106;0.071;0.667;0.404;0.22;0.689;74.75;TERRA DE AREIA_RIO GRANDE DO SUL;SANTA ROSA;NAO;False;False;False;False;NAO;Alta;4
5212808;2912480;5212808;GOIÁS;CENTRO-OESTE;Mara Rosa;2595;6355;59,40%;0.272;0.371;0.097;0.076;0.627;0.336;0.123;0.691;75.29;MARA ROSA_GOIAS;URUACU;NAO;False;False;False;False;NAO;Média-Baixa;2
4213401;2910310;4213401;SANTA CATARINA;SUL;Ponte Serrada;2107;5315;49,90%;0.284;0.438;0.113;0.072;0.652;0.281;0.151;0.693;72.4;PONTE SERRADA_SANTA CATARINA;CONCORDIA;NAO;False;False;False;False;NAO;Média-Alta;3
2613404;2910070;2613404;PERNAMBUCO;NORDESTE;São José da Coroa Grande;7323;15279;81,20%;0.297;0.311;0.074;0.035;0.686;0.472;0.201;0.608;69.15;SAO JOSE DA COROA GRANDE_PERNAMBUCO;PALMARES;NAO;False;False;False;False;NAO;Alta;4
3109501;2908430;3109501;MINAS GERAIS;SUDESTE;Cabo Verde;2057;5609;49,20%;0.251;0.364;0.083;0.097;0.642;0.21;0.108;0.674;75.82;CABO VERDE_MINAS GERAIS;POCOS DE CALDAS;NAO;False;False;False;False;NAO;Baixa;1
4108320;2905600;4108320;PARANÁ;SUL;Francisco Alves;1345;3318;40,90%;0.283;0.413;0.109;0.022;0.631;0.356;0.169;0.669;72.16;FRANCISCO ALVES_PARANA;UMUARAMA;SIM;True;True;True;True;SIM;Média-Alta;3
3114105;2904430;3114105;MINAS GERAIS;SUDESTE;Carmo de Minas;2278;6381;46,20%;0.257;0.372;0.105;0.046;0.646;0.274;0.096;0.682;75.71;CARMO DE MINAS_MINAS GERAIS;POUSO ALEGRE;NAO;False;False;False;False;NAO;Baixa;1
2100956;2903620;2100956;MARANHÃO;NORDESTE;Arame;6952;22354;87,60%;0.335;0.381;0.109;0.06;0.701;0.389;0.369;0.512;67.06;ARAME_MARANHAO;SAO LUIS;SIM;True;True;True;True;SIM;Alta;4
1504307;2899970;1504307;PARÁ;NORTE;Maracanã;11124;25731;99,10%;0.291;0.284;0.069;0.067;0.647;0.459;0.222;0.057;70.85;MARACANA_PARA;CASTANHAL;SIM;True;True;True;True;SIM;Média-Alta;3
3548054;2896780;3548054;SÃO PAULO;SUDESTE;Santo Antônio do Aracanguá;1692;3879;46,30%;0.28;0.386;0.073;0.04;0.592;0.401;0.186;0.757;75.41;SANTO ANTONIO DO ARACANGUA_SAO PAULO;ARACATUBA;NAO;False;False;False;False;NAO;Média-Baixa;2
2211308;2896560;2211308;PIAUÍ;NORDESTE;Valença do Piauí;6501;14914;66,90%;0.268;0.315;0.047;0.04;0.62;0.373;0.213;0.647;71.4;VALENCA DO PIAUI_PIAUI;PICOS;SIM;True;True;True;True;SIM;Média-Baixa;2
3202504;2895140;3202504;ESPÍRITO SANTO;SUDESTE;Ibiraçu;3885;9122;77,80%;0.27;0.374;0.084;0.033;0.637;0.37;0.12;0.726;75.08;IBIRACU_ESPIRITO SANTO;LINHARES;SIM;True;True;True;True;SIM;Média-Baixa;2
2908606;2889290;2908606;BAHIA;NORDESTE;Conde;8504;18849;79,70%;0.332;0.302;0.057;0.069;0.729;0.471;0.364;0.056;67.31;CONDE_BAHIA;ALAGOINHAS;NAO;False;False;False;False;NAO;Alta;4
2310308;2886890;2310308;CEARÁ;NORDESTE;Parambu;9114;23793;75,70%;0.28;0.321;0.069;0.025;0.665;0.36;0.24;0.057;70.85;PARAMBU_CEARA;TAUA;NAO;False;False;False;False;NAO;Média-Baixa;2
1504752;2886440;1504752;PARÁ;NORTE;Mojuí dos Campos;7181;19271;82,00%;0.317;0.383;0.119;0.03;0.666;0.437;0.265;0.5447902097902099;63.35111888111888;MOJUI DOS CAMPOS_PARA;NAO POSSUI;NAO;False;False;False;False;NAO;Alta;4
2907103;2885620;2907103;BAHIA;NORDESTE;Carinhanha;11129;24591;85,20%;0.298;0.291;0.07;0.057;0.673;0.467;0.227;0.576;70.77;CARINHANHA_BAHIA;GUANAMBI;NAO;False;False;False;False;NAO;Alta;4
4214409;2880650;4214409;SANTA CATARINA;SUL;Rio das Antas;982;2438;39,00%;0.305;0.453;0.102;0.058;0.673;0.346;0.2;0.697;74.2;RIO DAS ANTAS_SANTA CATARINA;CACADOR;NAO;False;False;False;False;NAO;Alta;4
2800209;2878740;2800209;SERGIPE;NORDESTE;Aquidabã;6128;13363;66,40%;0.269;0.284;0.058;0.043;0.679;0.431;0.117;0.578;69.83;AQUIDABA_SERGIPE;PROPRIA;NAO;False;False;False;False;NAO;Média-Baixa;2
3100906;2875990;3100906;MINAS GERAIS;SUDESTE;Águas Formosas;6325;13240;71,80%;0.289;0.3;0.065;0.032;0.688;0.506;0.143;0.645;73.63;AGUAS FORMOSAS_MINAS GERAIS;TEOFILO OTONI;NAO;False;False;False;False;NAO;Média-Alta;3
2308302;2872230;2308302;CEARÁ;NORDESTE;Milagres;8517;20433;78,90%;0.273;0.297;0.055;0.023;0.645;0.429;0.191;0.628;71.61;MILAGRES_CEARA;JUAZEIRO DO NORTE;SIM;True;True;True;True;SIM;Média-Baixa;2
3552601;2871370;3552601;SÃO PAULO;SUDESTE;Tabapuã;1657;3863;34,10%;0.267;0.354;0.068;0.085;0.63;0.381;0.087;0.735;74.2;TABAPUA_SAO PAULO;CATANDUVA;NAO;False;False;False;False;NAO;Baixa;1
4310538;2866580;4310538;RIO GRANDE DO SUL;SUL;Itaara;879;1967;35,30%;0.269;0.411;0.064;0.072;0.608;0.304;0.154;0.076;75.46;ITAARA_RIO GRANDE DO SUL;LAJEADO;SIM;True;True;True;True;SIM;Média-Baixa;2
2401651;2865750;2401651;RIO GRANDE DO NORTE;NORDESTE;Bodó;1089;2670;115,80%;0.316;0.289;0.062;0.035;0.73;0.458;0.318;0.629;71.33;BODO_RIO GRANDE DO NORTE;ACU;NAO;False;False;False;False;NAO;Alta;4
2109452;2861990;2109452;MARANHÃO;NORDESTE;Raposa;10436;23882;77,40%;0.304;0.337;0.082;0.076;0.634;0.472;0.22;0.626;69.11;RAPOSA_MARANHAO;SAO LUIS;SIM;True;True;True;True;SIM;Alta;4
2914505;2861370;2914505;BAHIA;NORDESTE;Irará;11949;22518;80,30%;0.278;0.22;0.043;0.041;0.641;0.5;0.223;0.062;73.53;IRARA_BAHIA;FEIRA DE SANTANA;SIM;True;True;True;True;SIM;Média-Baixa;2
2928406;2860790;2928406;BAHIA;NORDESTE;Santa Rita de Cássia;11624;24159;88,20%;0.314;0.261;0.063;0.035;0.694;0.532;0.296;0.605;70.93;SANTA RITA DE CASSIA_BAHIA;BARREIRAS;NAO;False;False;False;False;NAO;Alta;4
3555802;2860140;3555802;SÃO PAULO;SUDESTE;Urânia;1387;3162;35,80%;0.229;0.413;0.083;0.035;0.601;0.163;0.082;0.746;73.25;URANIA_SAO PAULO;JALES;SIM;True;True;True;True;SIM;Baixa;1
2912707;2858460;2912707;BAHIA;NORDESTE;Ibirapitanga;6514;14230;56,10%;0.302;0.326;0.06;0.088;0.731;0.41;0.195;0.558;69.87;IBIRAPITANGA_BAHIA;ITABUNA;SIM;True;True;True;True;SIM;Alta;4
2610301;2857730;2610301;PERNAMBUCO;NORDESTE;Paranatama;5247;12622;103,50%;0.31;0.28;0.069;0.039;0.729;0.467;0.278;0.537;67.17;PARANATAMA_PERNAMBUCO;GARANHUNS;NAO;False;False;False;False;NAO;Alta;4
4103008;2857050;4103008;PARANÁ;SUL;Boa Esperança;874;1951;42,80%;0.247;0.326;0.043;0.047;0.626;0.376;0.065;0.072;73.5;BOA ESPERANCA_PARANA;CAMPO MOURAO;NAO;False;False;False;False;NAO;Baixa;1
4106001;2856360;4106001;PARANÁ;SUL;Congonhinhas;2396;5332;64,10%;0.304;0.319;0.101;0.053;0.664;0.396;0.291;0.668;73.53;CONGONHINHAS_PARANA;LONDRINA;SIM;True;True;True;True;SIM;Alta;4
4301057;2855770;4301057;RIO GRANDE DO SUL;SUL;Arroio do Sal;2450;5530;50,00%;0.3;0.407;0.083;0.036;0.632;0.464;0.178;0.074;75.61;ARROIO DO SAL_RIO GRANDE DO SUL;BENTO GONCALVES;NAO;False;False;False;False;NAO;Alta;4
3549953;2854120;3549953;SÃO PAULO;SUDESTE;São Lourenço da Serra;4005;7706;48,00%;0.282;0.335;0.069;0.046;0.623;0.487;0.131;0.728;74.36;SAO LOURENCO DA SERRA_SAO PAULO;SAO PAULO;SIM;True;True;True;True;SIM;Média-Alta;3
2603603;2853690;2603603;PERNAMBUCO;NORDESTE;Camutanga;2627;6084;78,50%;0.291;0.307;0.061;0.038;0.72;0.433;0.189;0.606;70.58;CAMUTANGA_PERNAMBUCO;GOIANA;NAO;False;False;False;False;NAO;Média-Alta;3
1508035;2853300;1508035;PARÁ;NORTE;Tracuateua;11832;25007;87,50%;0.33;0.271;0.075;0.046;0.704;0.5;0.385;0.531;71.57;TRACUATEUA_PARA;CASTANHAL;SIM;True;True;True;True;SIM;Alta;4
3167608;2852870;3167608;MINAS GERAIS;SUDESTE;Simonésia;4986;13490;68,30%;0.292;0.349;0.116;0.072;0.677;0.379;0.162;0.632;74.36;SIMONESIA_MINAS GERAIS;MANHUACU;NAO;False;False;False;False;NAO;Média-Alta;3
4300851;2850880;4300851;RIO GRANDE DO SUL;SUL;Arambaré;1270;2566;62,40%;0.256;0.368;0.081;0.042;0.629;0.284;0.128;0.691;74.98;ARAMBARE_RIO GRANDE DO SUL;BENTO GONCALVES;SIM;True;True;True;True;SIM;Baixa;1
3162708;2850800;3162708;MINAS GERAIS;SUDESTE;São João do Paraíso;5133;13154;55,00%;0.258;0.332;0.069;0.014;0.649;0.35;0.132;0.615;73.46;SAO JOAO DO PARAISO_MINAS GERAIS;JANAUBA;NAO;False;False;False;False;NAO;Baixa;1
2309458;2848360;2309458;CEARÁ;NORDESTE;Ocara;7918;19295;78,80%;0.27;0.3;0.054;0.026;0.673;0.427;0.139;0.594;71.25;OCARA_CEARA;FORTALEZA;SIM;True;True;True;True;SIM;Média-Baixa;2
2512002;2846400;2512002;PARAÍBA;NORDESTE;Pocinhos;5960;13683;78,30%;0.308;0.307;0.082;0.061;0.749;0.49;0.158;0.591;71.73;POCINHOS_PARAIBA;CAMPINA GRANDE;SIM;True;True;True;True;SIM;Alta;4
3554706;2845920;3554706;SÃO PAULO;SUDESTE;Torrinha;1482;3395;36,40%;0.256;0.406;0.089;0.024;0.611;0.314;0.092;0.744;76.11;TORRINHA_SAO PAULO;JAU;NAO;False;False;False;False;NAO;Baixa;1
4201273;2843980;4201273;SANTA CATARINA;SUL;Arabutã;331;877;20,00%;0.286;0.441;0.105;0.053;0.608;0.274;0.233;0.733;76.75;ARABUTA_SANTA CATARINA;CONCORDIA;NAO;False;False;False;False;NAO;Média-Alta;3
4115101;2843780;4115101;PARANÁ;SUL;Mariluz;2717;6291;63,90%;0.266;0.364;0.086;0.1;0.676;0.293;0.079;0.639;72.65;MARILUZ_PARANA;UMUARAMA;SIM;True;True;True;True;SIM;Baixa;1
2102754;2840110;2102754;MARANHÃO;NORDESTE;Capinzal do Norte;3307;8043;70,70%;0.284;0.329;0.077;0.044;0.635;0.445;0.174;0.537;66.9;CAPINZAL DO NORTE_MARANHAO;SAO LUIS;SIM;True;True;True;True;SIM;Média-Alta;3
2609006;2835780;2609006;PERNAMBUCO;NORDESTE;Macaparana;6651;16420;68,80%;0.264;0.335;0.052;0.03;0.686;0.364;0.119;0.609;71.7;MACAPARANA_PERNAMBUCO;GOIANA;NAO;False;False;False;False;NAO;Baixa;1
2605004;2835760;2605004;PERNAMBUCO;NORDESTE;Cupira;7508;16674;70,90%;0.273;0.317;0.065;0.05;0.698;0.414;0.097;0.592;70.8;CUPIRA_PERNAMBUCO;CARUARU;SIM;True;True;True;True;SIM;Média-Baixa;2
2704401;2834250;2704401;ALAGOAS;NORDESTE;Major Isidoro;5241;12841;72,50%;0.295;0.332;0.062;0.078;0.668;0.396;0.235;0.566;70.31;MAJOR ISIDORO_ALAGOAS;ARAPIRACA;SIM;True;True;True;True;SIM;Média-Alta;3
2607505;2834130;2607505;PERNAMBUCO;NORDESTE;Itaíba;9176;20492;62,80%;0.311;0.275;0.077;0.104;0.714;0.474;0.22;0.051;66.25;ITAIBA_PERNAMBUCO;ARCOVERDE;NAO;False;False;False;False;NAO;Alta;4
2309409;2831850;2309409;CEARÁ;NORDESTE;Novo Oriente;9884;21051;76,40%;0.26;0.267;0.04;0.043;0.663;0.457;0.093;0.605;70.79;NOVO ORIENTE_CEARA;CRATEUS;NAO;False;False;False;False;NAO;Baixa;1
4216404;2828860;4216404;SANTA CATARINA;SUL;São João do Sul;1174;2874;33,20%;0.313;0.396;0.094;0.045;0.653;0.423;0.264;0.695;75.39;SAO JOAO DO SUL_SANTA CATARINA;CRICIUMA;SIM;True;True;True;True;SIM;Alta;4
2100907;2828230;2100907;MARANHÃO;NORDESTE;Araioses;10714;28984;74,20%;0.309;0.286;0.063;0.071;0.719;0.445;0.267;0.521;67.52;ARAIOSES_MARANHAO;SAO LUIS;SIM;True;True;True;True;SIM;Alta;4
4308706;2827710;4308706;RIO GRANDE DO SUL;SUL;Gaurama;650;1626;28,70%;0.26;0.439;0.071;0.027;0.623;0.254;0.144;0.738;76.09;GAURAMA_RIO GRANDE DO SUL;ERECHIM;NAO;False;False;False;False;NAO;Baixa;1
4112702;2827090;4112702;PARANÁ;SUL;Jataizinho;2706;6322;53,50%;0.272;0.385;0.091;0.032;0.646;0.389;0.087;0.687;75.7;JATAIZINHO_PARANA;LONDRINA;SIM;True;True;True;True;SIM;Média-Baixa;2
4207809;2826430;4207809;SANTA CATARINA;SUL;Irani;1358;3454;33,90%;0.27;0.441;0.151;0.067;0.626;0.224;0.109;0.742;75.84;IRANI_SANTA CATARINA;CONCORDIA;NAO;False;False;False;False;NAO;Média-Baixa;2
1502806;2825120;1502806;PARÁ;NORTE;Curralinho;10428;31999;94,40%;0.36;0.351;0.129;0.112;0.748;0.515;0.308;0.502;71.15;CURRALINHO_PARA;PARA;SIM;True;True;True;True;SIM;Alta;4
2313203;2822470;2313203;CEARÁ;NORDESTE;Tamboril;7802;19778;79,70%;0.285;0.294;0.063;0.074;0.677;0.405;0.197;0.058;71.71;TAMBORIL_CEARA;CRATEUS;NAO;False;False;False;False;NAO;Média-Alta;3
3506805;2819640;3506805;SÃO PAULO;SUDESTE;Bocaina;1687;3960;35,20%;0.288;0.402;0.085;0.075;0.655;0.422;0.089;0.742;75.41;BOCAINA_SAO PAULO;JAU;NAO;False;False;False;False;NAO;Média-Alta;3
4118857;2819010;4118857;PARANÁ;SUL;Perobal;1329;3294;45,80%;0.271;0.445;0.128;0.055;0.597;0.294;0.108;0.713;74.78;PEROBAL_PARANA;UMUARAMA;SIM;True;True;True;True;SIM;Média-Baixa;2
3150505;2817220;3150505;MINAS GERAIS;SUDESTE;Pimenta;1187;2931;34,20%;0.325;0.363;0.087;0.095;0.676;0.275;0.456;0.686;74.93;PIMENTA_MINAS GERAIS;DIVINOPOLIS;NAO;False;False;False;False;NAO;Alta;4
5204102;2816790;5204102;GOIÁS;CENTRO-OESTE;Cachoeira Alta;2374;5409;47,00%;0.277;0.393;0.104;0.056;0.622;0.373;0.115;0.071;75.39;CACHOEIRA ALTA_GOIAS;JATAI;NAO;False;False;False;False;NAO;Média-Baixa;2
5006259;2814460;5006259;MATO GROSSO DO SUL;CENTRO-OESTE;Novo Horizonte do Sul;738;1788;37,90%;0.283;0.393;0.091;0.067;0.714;0.31;0.125;0.649;72.86;NOVO HORIZONTE DO SUL_MATO GROSSO DO SUL;DOURADOS;SIM;True;True;True;True;SIM;Média-Alta;3
2110609;2812300;2110609;MARANHÃO;NORDESTE;São Bernardo;9003;21569;80,10%;0.303;0.29;0.054;0.027;0.66;0.486;0.303;0.572;70.7;SAO BERNARDO_MARANHAO;SAO LUIS;SIM;True;True;True;True;SIM;Alta;4
3125705;2811550;3125705;MINAS GERAIS;SUDESTE;Felixlândia;3470;7460;53,40%;0.261;0.357;0.081;0.046;0.649;0.335;0.099;0.648;73.9;FELIXLANDIA_MINAS GERAIS;SETE LAGOAS;NAO;False;False;False;False;NAO;Baixa;1
5007505;2804380;5007505;MATO GROSSO DO SUL;CENTRO-OESTE;Rochedo;1574;3399;65,40%;0.286;0.418;0.111;0.04;0.611;0.329;0.207;0.651;74.79;ROCHEDO_MATO GROSSO DO SUL;CAMPO GRANDE;SIM;True;True;True;True;SIM;Média-Alta;3
4103107;2803530;4103107;PARANÁ;SUL;Bocaiúva do Sul;3598;8581;64,50%;0.299;0.375;0.113;0.062;0.704;0.397;0.141;0.064;73.96;BOCAIUVA DO SUL_PARANA;CURITIBA;SIM;True;True;True;True;SIM;Alta;4
4103800;2802290;4103800;PARANÁ;SUL;Cambira;2058;4841;51,20%;0.256;0.398;0.062;0.052;0.604;0.241;0.177;0.725;75.09;CAMBIRA_PARANA;MARINGA;NAO;False;False;False;False;NAO;Baixa;1
2923357;2801850;2923357;BAHIA;NORDESTE;Ourolândia;6193;14263;74,10%;0.341;0.313;0.078;0.065;0.715;0.454;0.423;0.056;67.03;OUROLANDIA_BAHIA;CAMPO FORMOSO;NAO;False;False;False;False;NAO;Alta;4
2910750;2801120;2910750;BAHIA;NORDESTE;Fátima;6118;14092;78,70%;0.271;0.247;0.045;0.048;0.697;0.454;0.134;0.559;66.16;FATIMA_BAHIA;PAULO AFONSO;NAO;False;False;False;False;NAO;Média-Baixa;2
2312007;2800720;2312007;CEARÁ;NORDESTE;Santana do Acaraú;9805;23676;77,30%;0.278;0.29;0.062;0.017;0.644;0.447;0.208;0.587;70.28;SANTANA DO ACARAU_CEARA;SOBRAL;SIM;True;True;True;True;SIM;Média-Baixa;2
3106408;2799060;3106408;MINAS GERAIS;SUDESTE;Belo Vale;1897;4488;52,00%;0.286;0.342;0.088;0.053;0.678;0.376;0.178;0.655;73.86;BELO VALE_MINAS GERAIS;BELO HORIZONTE;SIM;True;True;True;True;SIM;Média-Alta;3
5006408;2795180;5006408;MATO GROSSO DO SUL;CENTRO-OESTE;Pedro Gomes;2095;4328;62,40%;0.312;0.361;0.11;0.092;0.719;0.499;0.091;0.671;73.04;PEDRO GOMES_MATO GROSSO DO SUL;COXIM;NAO;False;False;False;False;NAO;Alta;4
2911808;2794810;2911808;BAHIA;NORDESTE;Guaratinga;8696;15508;81,40%;0.317;0.27;0.069;0.053;0.747;0.514;0.249;0.558;70.95;GUARATINGA_BAHIA;EUNAPOLIS;NAO;False;False;False;False;NAO;Alta;4
